Acidez	Volatilidad	Citricidad	Azucar	Densidad	pH	Alcohol	Cloruros	Sulfatos	Calidad
8.0	0.83	0.27	2.0	0.9965200000000001	3.29	9.8	0.08	0.48	4
7.2	0.605	0.02	1.9	0.995	3.46	11.8	0.096	0.53	6
7.8	0.5	0.09	2.2	0.9971	3.18	9.5	0.115	0.62	5
7.3	0.74	0.08	1.7	0.9957600000000001	3.24	9.8	0.094	0.5	5
6.9	0.54	0.3	2.2	0.99725	3.25	10.5	0.08800000000000001	1.18	6
8.0	0.77	0.32	2.1	0.99656	3.27	9.8	0.079	0.5	6
6.6	0.61	0.0	1.6	0.9939600000000001	3.33	10.4	0.069	0.37	4
8.7	0.78	0.51	1.7	0.99623	3.0	9.2	0.415	1.17	5
7.5	0.58	0.56	3.1	0.9947600000000001	3.21	11.6	0.153	1.03	6
8.7	0.78	0.51	1.7	0.99623	3.0	9.2	0.415	1.17	5
7.7	0.75	0.27	3.8	0.99664	3.24	9.3	0.11	0.45	5
6.8	0.815	0.0	1.2	0.99471	3.32	9.8	0.267	0.51	3
7.2	0.56	0.26	2.0	0.9958600000000001	3.26	9.9	0.083	0.52	5
8.2	0.885	0.2	1.4	0.9946	3.11	10.0	0.086	0.46	5
5.2	0.49	0.26	2.3	0.9953	3.71	12.2	0.09	0.62	6
7.2	0.45	0.15	2.0	0.9960899999999999	3.29	9.9	0.078	0.51	6
7.5	0.57	0.02	2.6	0.9955700000000001	3.36	10.8	0.077	0.62	6
7.5	0.57	0.02	2.6	0.9955700000000001	3.36	10.8	0.077	0.62	6
6.8	0.83	0.09	1.8	0.99534	3.38	9.6	0.07400000000000001	0.45	5
8.0	0.6	0.22	2.1	0.99613	3.3	9.9	0.08	0.49	5
8.0	0.6	0.22	2.1	0.99613	3.3	9.9	0.08	0.49	5
7.1	0.755	0.15	1.8	0.99593	3.19	9.5	0.107	0.5	5
8.0	0.81	0.25	3.4	0.9966799999999999	3.19	9.2	0.076	0.42	5
7.4	0.64	0.07	1.8	0.9961	3.3	9.6	0.1	0.58	5
7.4	0.64	0.07	1.8	0.9961	3.3	9.6	0.1	0.58	5
6.6	0.64	0.31	6.1	0.99718	3.35	10.3	0.083	0.68	5
6.7	0.48	0.02	2.2	0.99524	3.1	9.7	0.08	0.53	5
6.0	0.49	0.0	2.3	0.99292	3.58	12.5	0.068	0.59	6
8.0	0.64	0.22	2.4	0.9961200000000001	3.37	11.0	0.094	0.58	5
7.1	0.62	0.06	1.3	0.9942	3.17	9.8	0.07	0.48	5
8.0	0.52	0.25	2.0	0.9961200000000001	3.3	10.2	0.078	0.48	5
6.4	0.57	0.14	3.9	0.99669	3.32	9.2	0.07	0.48	5
8.6	0.685	0.1	1.6	0.99745	3.31	9.55	0.092	0.65	6
8.7	0.675	0.1	1.6	0.99745	3.31	9.55	0.09	0.65	5
7.3	0.59	0.26	2.0	0.99584	3.28	9.9	0.08	0.52	5
7.0	0.6	0.12	2.2	0.9966	3.52	10.2	0.083	0.62	7
7.2	0.67	0.0	2.2	0.9956	3.42	11.1	0.068	0.72	6
7.9	0.69	0.21	2.1	0.9962	3.25	9.9	0.08	0.51	5
7.9	0.69	0.21	2.1	0.9962	3.25	9.9	0.08	0.51	5
7.6	0.3	0.42	2.0	0.9963	3.44	11.9	0.052000000000000005	0.82	6
7.2	0.33	0.33	1.7	0.996	3.23	10.0	0.061	1.1	8
8.0	0.5	0.39	2.6	0.9985	3.43	10.7	0.08199999999999999	0.62	6
7.7	0.28	0.3	2.0	0.9952	3.28	11.3	0.062	0.9	7
8.2	0.24	0.34	5.1	0.9974	3.22	10.9	0.062	0.94	6
6.0	0.51	0.0	2.1	0.995	3.54	10.7	0.064	0.93	6
8.1	0.29	0.36	2.2	0.995	3.27	12.4	0.048	1.01	7
6.0	0.51	0.0	2.1	0.995	3.54	10.7	0.064	0.93	6
6.6	0.96	0.0	1.8	0.9936	3.5	11.9	0.08199999999999999	0.44	6
6.4	0.47	0.4	2.4	0.9963	3.56	10.6	0.071	0.73	6
8.2	0.24	0.34	5.1	0.9974	3.22	10.9	0.062	0.94	6
9.9	0.57	0.25	2.0	0.9963	3.04	10.1	0.10400000000000001	0.9	5
10.0	0.32	0.59	2.2	0.9994	3.2	9.6	0.077	0.78	5
6.2	0.58	0.0	1.6	0.9966	3.56	9.4	0.065	0.84	5
10.0	0.32	0.59	2.2	0.9994	3.2	9.6	0.077	0.78	5
7.3	0.34	0.33	2.5	0.9952	3.35	12.1	0.064	0.77	7
7.8	0.53	0.01	1.6	0.995	3.16	9.8	0.077	0.46	5
7.7	0.64	0.21	2.2	0.9956	3.27	9.9	0.077	0.45	5
7.8	0.53	0.01	1.6	0.995	3.16	9.8	0.077	0.46	5
7.5	0.4	0.18	1.6	0.9965	3.34	9.4	0.079	0.58	5
7.0	0.54	0.0	2.1	0.9956	3.39	11.4	0.079	0.84	6
6.4	0.53	0.09	3.9	0.9968	3.5	11.0	0.12300000000000001	0.67	4
8.3	0.26	0.37	1.4	0.9974	3.26	9.6	0.076	0.7	6
8.3	0.26	0.37	1.4	0.9974	3.26	9.6	0.076	0.7	6
7.7	0.23	0.37	1.8	0.9971	3.41	12.1	0.046	0.71	6
7.6	0.41	0.33	2.5	0.9957	3.3	11.2	0.078	0.58	5
7.8	0.64	0.0	1.9	0.9962	3.31	11.0	0.07200000000000001	0.63	5
7.9	0.18	0.4	2.2	0.996	3.33	11.3	0.049	0.93	5
7.4	0.41	0.24	1.8	0.9956	3.37	10.4	0.066	0.62	5
7.6	0.43	0.31	2.1	0.9958	3.26	9.9	0.069	0.54	6
5.9	0.44	0.0	1.6	0.9944	3.48	11.7	0.042	0.85	6
6.1	0.4	0.16	1.8	0.9955	3.42	10.1	0.069	0.74	7
10.2	0.54	0.37	15.4	100.369	3.18	9.0	0.214	0.77	6
10.2	0.54	0.37	15.4	100.369	3.18	9.0	0.214	0.77	6
10.0	0.38	0.38	1.6	0.9991399999999999	3.15	8.5	0.16899999999999998	0.65	5
6.8	0.915	0.29	4.8	0.99577	3.53	11.1	0.07	0.54	5
7.0	0.59	0.0	1.7	0.996	3.41	10.3	0.052000000000000005	0.47	5
7.3	0.67	0.02	2.2	0.99566	3.32	11.066.666.666.666.600	0.07200000000000001	0.68	6
7.2	0.37	0.32	2.0	0.9947	3.23	11.3	0.062	0.73	7
7.4	0.785	0.19	5.2	0.99713	3.16	956.666.666.666.667	0.094	0.52	6
6.9	0.63	0.02	1.9	0.9971200000000001	3.4	9.8	0.078	0.75	5
6.9	0.58	0.2	1.75	0.9932200000000001	3.38	11.7	0.057999999999999996	0.49	5
7.3	0.67	0.02	2.2	0.99566	3.32	11.1	0.07200000000000001	0.68	6
7.4	0.785	0.19	5.2	0.99713	3.16	9.6	0.094	0.52	6
6.9	0.63	0.02	1.9	0.9971200000000001	3.4	9.8	0.078	0.75	5
6.8	0.67	0.0	1.9	0.9970100000000001	3.4	9.7	0.08	0.74	5
6.9	0.58	0.01	1.9	0.9968299999999999	3.4	9.7	0.08	0.73	5
7.2	0.38	0.31	2.0	0.99472	3.23	11.3	0.055999999999999994	0.76	8
7.2	0.37	0.32	2.0	0.9947	3.23	11.3	0.062	0.73	7
7.8	0.32	0.44	2.7	0.9973200000000001	3.33	11.0	0.10400000000000001	0.78	7
6.6	0.58	0.02	2.0	0.99374	3.35	11.6	0.062	0.76	7
7.6	0.49	0.33	1.9	0.9970600000000001	3.41	9.0	0.07400000000000001	0.58	5
11.7	0.45	0.63	2.2	0.99974	3.21	10.9	0.073	0.69	6
6.5	0.9	0.0	1.6	0.99467	3.5	10.9	0.052000000000000005	0.63	6
6.0	0.54	0.06	1.8	0.99236	3.3	10.55	0.05	0.5	6
7.6	0.49	0.33	1.9	0.9970600000000001	3.41	9.0	0.07400000000000001	0.58	5
8.4	0.29	0.4	1.7	0.99603	3.39	10.5	0.067	0.6	5
7.9	0.2	0.35	1.7	0.9945799999999999	3.32	11.9	0.054000000000000006	0.8	7
6.4	0.42	0.09	2.3	0.99724	3.41	10.4	0.054000000000000006	0.68	6
6.2	0.785	0.0	2.1	0.99664	3.59	10.0	0.06	0.61	4
6.8	0.64	0.03	2.3	0.99545	3.36	10.4	0.075	0.58	6
6.9	0.63	0.01	2.4	0.9952200000000001	3.34	10.8	0.076	0.53	6
6.8	0.59	0.1	1.7	0.9958	3.41	9.7	0.063	0.67	5
6.8	0.59	0.1	1.7	0.9958	3.41	9.7	0.063	0.67	5
7.3	0.48	0.32	2.1	0.9972799999999999	3.3	10.0	0.062	0.65	7
6.7	1.04	0.08	2.3	0.9964799999999999	3.52	11.0	0.067	0.57	4
7.3	0.48	0.32	2.1	0.9972799999999999	3.3	10.0	0.062	0.65	7
7.3	0.98	0.05	2.1	0.99705	3.31	9.7	0.061	0.55	3
10.0	0.69	0.11	1.4	0.9957799999999999	2.88	9.7	0.084	0.47	5
6.7	0.7	0.08	3.75	0.99334	3.43	12.6	0.067	0.52	5
7.6	0.35	0.6	2.6	0.99656	3.38	11.1	0.073	0.79	6
6.1	0.6	0.08	1.8	0.99336	3.38	11.0	0.071	0.54	5
9.9	0.5	0.5	13.8	100.242	3.16	8.8	0.205	0.75	5
5.3	0.47	0.11	2.2	0.99182	3.54	13.566.666.666.666.600	0.048	0.88	7
9.9	0.5	0.5	13.8	100.242	3.16	8.8	0.205	0.75	5
5.3	0.47	0.11	2.2	0.99182	3.54	13.6	0.048	0.88	7
7.1	0.875	0.05	5.7	0.99808	3.4	10.2	0.08199999999999999	0.52	3
8.2	0.28	0.6	3.0	0.99828	3.39	10.6	0.10400000000000001	0.68	5
5.6	0.62	0.03	1.5	0.99498	3.66	10.1	0.08	0.62	4
8.2	0.28	0.6	3.0	0.99828	3.39	10.6	0.10400000000000001	0.68	5
7.2	0.58	0.54	2.1	0.9971899999999999	3.33	10.3	0.114	0.57	4
8.1	0.33	0.44	1.5	0.9954200000000001	3.35	10.7	0.042	0.61	5
6.8	0.91	0.06	2.0	0.99592	3.53	10.9	0.06	0.64	4
7.0	0.655	0.16	2.1	0.9960600000000001	3.37	9.7	0.07400000000000001	0.55	5
6.8	0.68	0.21	2.1	0.99546	3.38	10.3	0.07	0.6	5
6.0	0.64	0.05	1.9	0.9949600000000001	3.52	10.6	0.066	0.78	5
5.6	0.54	0.04	1.7	0.9942	3.72	11.4	0.049	0.58	5
6.2	0.57	0.1	2.1	0.9944799999999999	3.44	10.8	0.048	0.76	6
7.1	0.22	0.49	1.8	0.99344	3.39	12.4	0.039	0.56	6
5.6	0.54	0.04	1.7	0.9942	3.72	11.4	0.049	0.58	5
6.2	0.65	0.06	1.6	0.9934799999999999	3.57	11.95	0.05	0.54	5
7.7	0.54	0.26	1.9	0.99636	3.26	9.7	0.08900000000000001	0.59	5
6.4	0.31	0.09	1.4	0.99459	3.42	10.0	0.066	0.7	7
7.0	0.43	0.02	1.9	0.99492	3.35	10.6	0.08	0.81	6
7.7	0.54	0.26	1.9	0.99636	3.26	9.7	0.08900000000000001	0.59	5
6.9	0.74	0.03	2.3	0.99508	3.45	11.5	0.054000000000000006	0.63	6
6.6	0.895	0.04	2.3	0.99582	3.53	10.8	0.068	0.58	6
6.9	0.74	0.03	2.3	0.99508	3.45	11.5	0.054000000000000006	0.63	6
7.5	0.725	0.04	1.5	0.99508	3.26	9.6	0.076	0.53	5
7.8	0.82	0.29	4.3	0.9964200000000001	3.16	9.4	0.083	0.53	5
7.3	0.585	0.18	2.4	0.9963799999999999	3.31	9.8	0.078	0.54	5
6.2	0.44	0.39	2.5	0.99555	3.51	11.0	0.077	0.69	6
7.5	0.38	0.57	2.3	0.99605	3.36	11.4	0.106	0.55	6
6.7	0.76	0.02	1.8	0.996	3.55	9.95	0.078	0.63	3
6.8	0.81	0.05	2.0	0.9956200000000001	3.51	10.8	0.07	0.66	6
7.5	0.38	0.57	2.3	0.99605	3.36	11.4	0.106	0.55	6
7.1	0.27	0.6	2.1	0.9981399999999999	3.38	10.6	0.07400000000000001	0.72	6
7.9	0.18	0.4	1.8	0.9941	3.28	11.1	0.062	0.7	5
6.4	0.36	0.21	2.2	0.99661	3.47	9.7	0.047	0.77	6
7.1	0.69	0.04	2.1	0.9971200000000001	3.44	9.8	0.068	0.67	5
6.4	0.79	0.04	2.2	0.9958799999999999	3.53	10.4	0.061	0.65	6
6.4	0.56	0.15	1.8	0.9929399999999999	3.33	10.5	0.078	0.6	6
6.9	0.84	0.21	4.1	0.9984200000000001	3.53	923.333.333.333.333	0.07400000000000001	0.72	6
6.9	0.84	0.21	4.1	0.9984200000000001	3.53	9.25	0.07400000000000001	0.72	6
6.1	0.32	0.25	2.3	0.9963299999999999	3.42	10.6	0.071	0.97	5
6.5	0.53	0.06	2.0	0.9948899999999999	3.38	10.3	0.063	0.83	6
7.4	0.47	0.46	2.2	0.9964700000000001	3.32	10.5	0.114	0.63	5
6.6	0.7	0.08	2.6	0.99665	3.44	10.2	0.106	0.58	5
6.5	0.53	0.06	2.0	0.9948899999999999	3.38	10.3	0.063	0.83	6
6.9	0.48	0.2	1.9	0.99585	3.39	9.05	0.08199999999999999	0.43	4
6.1	0.32	0.25	2.3	0.9963299999999999	3.42	10.6	0.071	0.97	5
6.8	0.48	0.25	2.0	0.9953	3.34	10.4	0.076	0.6	5
6.0	0.42	0.19	2.0	0.9952200000000001	3.39	10.0	0.075	0.78	6
6.7	0.48	0.08	2.1	0.9955200000000001	3.33	9.7	0.064	0.64	5
6.8	0.47	0.08	2.2	0.9955299999999999	3.3	9.6	0.064	0.65	6
7.1	0.53	0.07	1.7	0.9951	3.29	10.8	0.071	0.66	6
7.9	0.29	0.49	2.2	0.9971399999999999	3.31	10.1	0.096	0.67	6
7.1	0.69	0.08	2.1	0.99608	3.42	10.2	0.063	0.6	6
6.6	0.44	0.09	2.2	0.99444	3.42	11.3	0.063	0.69	6
6.1	0.705	0.1	2.8	0.99631	3.6	10.2	0.081	0.66	5
7.2	0.53	0.13	2.0	0.9957299999999999	3.21	9.9	0.057999999999999996	0.68	6
8.0	0.39	0.3	1.9	0.9971700000000001	3.39	9.0	0.07400000000000001	0.61	5
6.6	0.56	0.14	2.4	0.99397	3.42	11.7	0.064	0.62	7
7.0	0.55	0.13	2.2	0.9959	3.36	9.7	0.075	0.59	6
6.1	0.53	0.08	1.9	0.9952799999999999	3.6	10.3	0.077	0.68	6
5.4	0.58	0.08	1.9	0.99484	3.5	10.2	0.059000000000000004	0.64	6
6.2	0.64	0.09	2.5	0.9953799999999999	3.57	12.0	0.081	0.63	5
7.2	0.39	0.32	1.8	0.9971399999999999	3.46	9.9	0.065	0.78	5
6.2	0.52	0.08	4.4	0.99646	3.56	11.6	0.071	0.63	6
7.4	0.25	0.29	2.2	0.99666	3.4	10.9	0.054000000000000006	0.76	7
6.7	0.855	0.02	1.9	0.99472	3.3	10.75	0.064	0.56	6
11.1	0.44	0.42	2.2	0.9975799999999999	3.25	10.4	0.064	0.57	6
8.4	0.37	0.43	2.3	0.9955	3.17	11.2	0.063	0.81	7
6.5	0.63	0.33	1.8	0.99531	3.36	10.1	0.059000000000000004	0.64	6
7.0	0.57	0.02	2.0	0.99575	3.36	10.2	0.07200000000000001	0.61	5
6.3	0.6	0.1	1.6	0.99306	3.55	12.1	0.048	0.51	5
11.2	0.4	0.5	2.0	0.9978299999999999	3.1	10.4	0.099	0.58	5
7.4	0.36	0.3	1.8	0.99419	3.24	11.4	0.07400000000000001	0.7	8
7.1	0.68	0.0	2.3	0.9978299999999999	3.45	9.5	0.087	0.53	5
7.1	0.67	0.0	2.3	0.9976799999999999	3.44	9.4	0.083	0.54	5
6.3	0.68	0.01	3.7	0.9958600000000001	3.51	11.3	0.10300000000000001	0.66	6
7.3	0.735	0.0	2.2	0.99765	3.41	9.4	0.08	0.6	5
6.6	0.855	0.02	2.4	0.9962700000000001	3.54	11.0	0.062	0.6	6
7.0	0.56	0.17	1.7	0.9951399999999999	3.44	10.55	0.065	0.68	7
6.6	0.88	0.04	2.2	0.99636	3.53	9.9	0.066	0.56	5
6.6	0.855	0.02	2.4	0.9962700000000001	3.54	11.0	0.062	0.6	6
6.9	0.63	0.33	6.7	0.99787	3.22	9.5	0.235	0.56	5
7.8	0.6	0.26	2.0	0.9962200000000001	3.21	9.9	0.08	0.52	5
7.8	0.6	0.26	2.0	0.9962200000000001	3.21	9.9	0.08	0.52	5
7.8	0.6	0.26	2.0	0.9962200000000001	3.21	9.9	0.08	0.52	5
7.2	0.695	0.13	2.0	0.99546	3.29	10.1	0.076	0.54	5
7.2	0.695	0.13	2.0	0.99546	3.29	10.1	0.076	0.54	5
7.2	0.695	0.13	2.0	0.99546	3.29	10.1	0.076	0.54	5
6.7	0.67	0.02	1.9	0.9948899999999999	3.39	10.9	0.061	0.82	6
6.7	0.16	0.64	2.1	0.9949399999999999	3.34	11.2	0.059000000000000004	0.71	6
7.2	0.695	0.13	2.0	0.99546	3.29	10.1	0.076	0.54	5
7.0	0.56	0.13	1.6	0.99629	3.34	9.2	0.077	0.59	5
6.2	0.51	0.14	1.9	0.9939600000000001	3.48	11.5	0.055999999999999994	0.57	6
6.4	0.36	0.53	2.2	0.9934	3.37	12.4	0.23	0.93	6
6.4	0.38	0.14	2.2	0.9951399999999999	3.44	11.1	0.038	0.65	6
7.3	0.69	0.32	2.2	0.9963200000000001	3.33	9.5	0.069	0.51	5
6.0	0.58	0.2	2.4	0.99467	3.58	12.5	0.075	0.67	6
5.6	0.31	0.78	13.9	0.99677	3.39	10.5	0.07400000000000001	0.48	6
7.5	0.52	0.4	2.2	0.99474	3.26	11.8	0.06	0.64	6
8.0	0.3	0.63	1.6	0.9958799999999999	3.3	10.8	0.081	0.78	6
6.2	0.7	0.15	5.1	0.9962200000000001	3.54	11.9	0.076	0.6	6
6.8	0.67	0.15	1.8	0.9954	3.42	11.3	0.11800000000000001	0.67	6
6.2	0.56	0.09	1.7	0.9940200000000001	3.54	11.3	0.053	0.6	5
7.4	0.35	0.33	2.4	0.9947	3.36	11.9	0.068	0.6	6
6.2	0.56	0.09	1.7	0.9940200000000001	3.54	11.3	0.053	0.6	5
6.1	0.715	0.1	2.6	0.9936200000000001	3.57	11.9	0.053	0.5	5
6.2	0.46	0.29	2.1	0.9957799999999999	3.33	9.8	0.07400000000000001	0.62	5
6.7	0.32	0.44	2.4	0.99484	3.29	11.6	0.061	0.8	7
7.2	0.39	0.44	2.6	0.9949399999999999	3.3	11.5	0.066	0.84	6
7.5	0.31	0.41	2.4	0.99492	3.34	11.4	0.065	0.85	6
5.8	0.61	0.11	1.8	0.9948299999999999	3.55	10.9	0.066	0.66	6
7.2	0.66	0.33	2.5	0.9941399999999999	3.27	12.8	0.068	0.78	6
6.6	0.725	0.2	7.8	0.9977	3.29	9.2	0.073	0.54	5
6.3	0.55	0.15	1.8	0.9931399999999999	3.32	11.6	0.077	0.82	6
5.4	0.74	0.09	1.7	0.9940200000000001	3.67	11.6	0.08900000000000001	0.56	6
6.3	0.51	0.13	2.3	0.99574	3.42	11.0	0.076	0.75	6
6.8	0.62	0.08	1.9	0.99651	3.42	9.5	0.068	0.82	6
6.2	0.6	0.08	2.0	0.9949	3.45	10.5	0.09	0.58	5
5.9	0.55	0.1	2.2	0.9951200000000001	3.52	11.2	0.062	0.76	6
6.3	0.51	0.13	2.3	0.99574	3.42	11.0	0.076	0.75	6
5.9	0.645	0.12	2.0	0.9954700000000001	3.57	10.2	0.075	0.71	5
6.0	0.31	0.47	3.6	0.99549	3.39	11.0	0.067	0.66	6
